numero_pedido,cliente,direccion,latitud,longitud,peso_kg
SC955174,Pedro García,"Av. Rivadavia 8973, San Martín",-34.513523538317735,-58.41979474518811,83
SC244286,María Fernández,"Av. La Plata 2620, Vicente López",-34.51843249917444,-58.5074947108448,76
SC574348,Diego García,"Av. Juan B. Justo 3743, Lomas de Zamora",-34.6531403106667,-58.40527761059861,65
SC942938,Luis Gómez,"Av. Corrientes 6008, Berazategui",-34.6518079243578,-58.526609871159444,94
SC709409,Juan Fernández,"Av. Cabildo 7967, Avellaneda",-34.63464896783251,-58.45552138709661,78
SC397966,Laura Gómez,"Av. Corrientes 2007, La Matanza",-34.63418732412288,-58.45095804131911,61
SC174096,Juan Martínez,"Av. La Plata 1981, La Matanza",-34.68307219969493,-58.42167569575202,67
SC563610,Juan Martínez,"Av. Corrientes 2272, Quilmes",-34.6229521818935,-58.54816134739773,79
SC675587,Carlos Fernández,"Av. San Martín 2845, Morón",-34.64809239019941,-58.547289502661684,67
SC186043,Juan Torres,"Av. Juan B. Justo 7776, Lomas de Zamora",-34.619365931746366,-58.42319600428421,79
SC810717,Carlos García,"Av. La Plata 7913, Avellaneda",-34.69176692560068,-58.51993369176923,72
SC310539,Luis Gómez,"Av. La Plata 6467, Avellaneda",-34.58230612664902,-58.439848427084435,89
SC997873,Sofía García,"Av. Rivadavia 2919, La Matanza",-34.61486102311518,-58.517024077513156,76
SC965730,Diego Díaz,"Av. Corrientes 3188, Berazategui",-34.58197235444932,-58.46353886065697,95
SC964270,María Gómez,"Av. Libertador 6727, Tigre",-34.63265570331986,-58.50699330953179,56
SC843241,Laura Fernández,"Av. Cabildo 1338, Vicente López",-34.64570378155193,-58.39977800607594,80
SC891753,Pedro Pérez,"Av. Cabildo 2451, Morón",-34.69963090658427,-58.40494658206794,73
SC952900,Pedro López,"Av. San Martín 6155, Quilmes",-34.5994797928468,-58.38440220479311,74
SC748009,Luis Gómez,"Av. Independencia 5162, San Isidro",-34.62345586413662,-58.470329778342496,63
SC887698,Ana Torres,"Av. Rivadavia 1711, Tigre",-34.672310386535386,-58.415575642692886,59
SC595855,María Pérez,"Av. Juan B. Justo 7989, Quilmes",-34.64543565992917,-58.43173582639784,100
SC306720,Sofía Díaz,"Av. Cabildo 5196, La Matanza",-34.54874193072261,-58.471276683161875,93
SC323193,Valentina Pérez,"Av. Belgrano 2553, Lomas de Zamora",-34.5972172415623,-58.46894000237901,59
SC889968,Carlos Gómez,"Av. Rivadavia 8249, Tigre",-34.55276243763576,-58.42168002193109,50
SC318110,Pedro Pérez,"Av. Santa Fe 4654, Vicente López",-34.51700046026739,-58.542706873987264,77
SC234876,Carlos Torres,"Av. Corrientes 9433, Quilmes",-34.691622827525194,-58.45669668460881,91
SC217038,María Sánchez,"Av. San Martín 7047, Lomas de Zamora",-34.59789352511836,-58.468844548259206,97
SC719149,Ana Torres,"Av. Juan B. Justo 4122, Tigre",-34.573068406193244,-58.38401705548664,80
SC769363,Valentina Sánchez,"Av. Libertador 4816, Quilmes",-34.587977510019726,-58.40630620014753,73
SC979939,María Fernández,"Av. Santa Fe 1727, Morón",-34.51993457886164,-58.44207414001148,85
SC142146,Luis López,"Av. Belgrano 9044, Vicente López",-34.645304874673734,-58.48568353732979,82
SC612628,Ana Gómez,"Av. Cabildo 7981, Berazategui",-34.5336382160336,-58.503732006298335,71
SC882989,Laura Martínez,"Av. Cabildo 7514, Tigre",-34.65558771519641,-58.385349559651516,84
SC937598,Juan Pérez,"Av. Corrientes 9280, San Martín",-34.530993788529166,-58.39107570537003,67
SC166156,María Gómez,"Av. Belgrano 1141, La Matanza",-34.63612472723623,-58.421636684246884,51
SC833810,Laura López,"Av. Santa Fe 8485, Vicente López",-34.53581247075605,-58.46960882973456,99
SC638033,Carlos López,"Av. San Martín 857, Lomas de Zamora",-34.56505315644161,-58.54508514196126,54
SC297635,Pedro Rodríguez,"Av. Libertador 3080, San Martín",-34.66349399887184,-58.42925257343369,53
SC975066,Luis Rodríguez,"Av. Corrientes 5347, La Matanza",-34.536862235221285,-58.453333542062104,59
SC822547,Ana Sánchez,"Av. Belgrano 110, San Isidro",-34.63882225084477,-58.47473575058947,83
SC379092,Pedro Fernández,"Av. Rivadavia 9551, Tigre",-34.610797161117056,-58.482092489512816,92
SC686816,Sofía Torres,"Av. Libertador 7961, San Martín",-34.622835921001275,-58.442656639281694,60
SC671029,Juan Rodríguez,"Av. Cabildo 4436, San Isidro",-34.64565156027749,-58.49379723401399,64
SC891874,Juan Sánchez,"Av. Independencia 3267, Berazategui",-34.65527955079633,-58.398451788092835,57
SC781024,Luis Gómez,"Av. Juan B. Justo 4982, San Martín",-34.5750563573469,-58.470977072597634,86
SC764252,Juan Fernández,"Av. Libertador 3174, Vicente López",-34.51650840677203,-58.36804413663195,84
SC746510,Carlos Sánchez,"Av. Belgrano 6582, Avellaneda",-34.50866306255045,-58.5376307320141,53
SC901611,Laura Pérez,"Av. Corrientes 381, Morón",-34.55413064475997,-58.39240659904514,75
SC451210,Pedro Fernández,"Av. Rivadavia 4258, La Matanza",-34.52027429973336,-58.480984771449265,53
SC966423,Sofía Sánchez,"Av. Belgrano 926, Avellaneda",-34.531663164492414,-58.45552338581926,94
SC472061,Laura López,"Av. Cabildo 1442, San Isidro",-34.589293943011995,-58.44105582677427,68
SC524692,Sofía Martínez,"Av. Juan B. Justo 219, Berazategui",-34.69988867059365,-58.53584821316078,95
SC809570,Valentina Martínez,"Av. Santa Fe 1516, Quilmes",-34.616771564640715,-58.51594888805933,62
SC661603,Luis Torres,"Av. Belgrano 820, San Martín",-34.58807920637118,-58.50816378814088,90
SC314529,María Rodríguez,"Av. San Martín 6869, Berazategui",-34.65000577727987,-58.46642449122994,57
SC915009,Pedro García,"Av. Corrientes 3544, Vicente López",-34.602043199391154,-58.546330309445686,51
SC457002,Carlos Sánchez,"Av. Rivadavia 5100, Quilmes",-34.59651629843107,-58.44675954679957,59
SC489944,Diego Rodríguez,"Av. Santa Fe 7748, Avellaneda",-34.63382897650868,-58.42913340033504,90
SC482320,Diego Pérez,"Av. Libertador 9880, Lomas de Zamora",-34.69522263291881,-58.50798220703305,69
SC664482,Laura Pérez,"Av. Santa Fe 8365, La Matanza",-34.606961345144995,-58.39027386687712,96
SC295664,María López,"Av. Corrientes 2184, Berazategui",-34.62203426700054,-58.44276444885127,67
SC574892,Juan Sánchez,"Av. San Martín 2325, La Matanza",-34.563363515337514,-58.438308981663546,59
SC824777,Diego Rodríguez,"Av. Belgrano 2853, Berazategui",-34.59259961306397,-58.54058761370899,84
SC218738,Diego García,"Av. Belgrano 4264, Quilmes",-34.51434019880771,-58.516831198933005,85
SC821619,Ana Fernández,"Av. La Plata 6364, Quilmes",-34.64035915721785,-58.52049710949627,59
SC832160,María López,"Av. Cabildo 8829, Morón",-34.54524282784937,-58.47781521987063,86
SC250644,Juan Martínez,"Av. La Plata 9084, Vicente López",-34.55748096757681,-58.466433657224215,84
SC201225,Luis Pérez,"Av. Belgrano 5476, Quilmes",-34.58426724541945,-58.42381170715181,95
SC682614,Laura Díaz,"Av. San Martín 8002, Morón",-34.689931402470506,-58.52406764623422,50
SC839128,Ana Gómez,"Av. Libertador 6196, San Isidro",-34.549919257451144,-58.46381240161823,97
SC950290,Luis Rodríguez,"Av. Rivadavia 2764, Lomas de Zamora",-34.673237236548594,-58.528185162892015,58
SC221014,Luis Pérez,"Av. Cabildo 2081, Morón",-34.53765743133045,-58.482406596836,55
SC732436,Carlos Martínez,"Av. San Martín 1307, Berazategui",-34.56692478576934,-58.50932876099993,100
SC691247,Ana Rodríguez,"Av. Libertador 8896, Berazategui",-34.578783229998045,-58.37154881266228,83
SC248772,Laura Gómez,"Av. San Martín 5414, Vicente López",-34.50792291300439,-58.422567670461106,68
SC689286,Pedro Díaz,"Av. La Plata 5910, San Martín",-34.51940211173131,-58.400102211784464,86
SC812480,Juan Martínez,"Av. Corrientes 9449, Quilmes",-34.53137535972486,-58.510052653238816,93
SC826320,Carlos Rodríguez,"Av. Cabildo 5983, Lomas de Zamora",-34.60604084683891,-58.54792136433509,55
SC455389,Carlos López,"Av. Juan B. Justo 427, Vicente López",-34.649145916933705,-58.40559982928017,87
SC558741,Valentina López,"Av. Corrientes 3094, Morón",-34.522655705305475,-58.451381213542206,64
SC138907,Juan Sánchez,"Av. La Plata 545, Avellaneda",-34.61287915706535,-58.5235436697224,80
SC616017,Valentina Pérez,"Av. Independencia 4683, San Isidro",-34.67958634040243,-58.456022066267934,87
SC297266,Carlos Sánchez,"Av. La Plata 393, Berazategui",-34.6202572115176,-58.54510756760768,86
SC288180,Luis Sánchez,"Av. Juan B. Justo 686, Vicente López",-34.55228909121277,-58.412052525449155,56
SC764727,Sofía Rodríguez,"Av. Cabildo 2043, Vicente López",-34.66323624075748,-58.371759026378534,88
SC303558,Ana Gómez,"Av. Juan B. Justo 1795, Vicente López",-34.5765097962551,-58.542672189716846,84
SC834834,Pedro Sánchez,"Av. Juan B. Justo 1644, Morón",-34.61283099842255,-58.42796506910747,62
SC376840,Carlos García,"Av. San Martín 3096, Avellaneda",-34.63072641839924,-58.53235041981638,54
SC711217,Pedro Martínez,"Av. Belgrano 6107, Vicente López",-34.67115120435161,-58.52392916951991,84
SC803218,María Gómez,"Av. Juan B. Justo 4028, Lomas de Zamora",-34.58677087083982,-58.54224814584053,74
SC554055,Carlos Sánchez,"Av. Rivadavia 5840, Avellaneda",-34.695010400890496,-58.38859855931997,81
SC601648,Laura Fernández,"Av. San Martín 2576, Tigre",-34.57104786993893,-58.4214170887242,89
SC883419,Valentina García,"Av. Independencia 1730, Berazategui",-34.56757125431395,-58.37777661096002,87
SC263701,Luis García,"Av. Libertador 7929, Lomas de Zamora",-34.690815568585215,-58.39436651106299,92
SC576672,Luis Gómez,"Av. La Plata 8650, Quilmes",-34.630426007797475,-58.47369321305462,56
SC932799,Pedro Rodríguez,"Av. Libertador 3141, Berazategui",-34.63683791574286,-58.535197894077285,87
SC399701,Valentina Martínez,"Av. Libertador 3107, Avellaneda",-34.62527253126622,-58.525045796847124,59
SC792016,Ana García,"Av. La Plata 7655, Avellaneda",-34.564434132988566,-58.45134270158492,62
SC276823,Laura Fernández,"Av. Juan B. Justo 3168, Berazategui",-34.62229865552605,-58.477291849953616,77
SC832343,Valentina López,"Av. Libertador 9742, San Martín",-34.67967603336423,-58.41590392548134,82
SC180804,Ana Díaz,"Av. Santa Fe 2204, Vicente López",-34.61003812034764,-58.49163687664755,81
SC842639,Ana Fernández,"Av. La Plata 5019, San Martín",-34.62574335614156,-58.469190670694005,84
SC396973,Juan García,"Av. San Martín 6406, Morón",-34.55548086005599,-58.53306600535015,59
SC672502,Valentina Díaz,"Av. La Plata 837, Morón",-34.58161358149181,-58.507585462160705,52
SC723948,Juan Rodríguez,"Av. La Plata 503, La Matanza",-34.64818725972632,-58.42211334821022,99
SC971148,Pedro Díaz,"Av. Independencia 1739, Quilmes",-34.57089367550178,-58.38535575373426,71
SC473829,Carlos Pérez,"Av. Belgrano 8373, Vicente López",-34.633988557915465,-58.38410755405944,59
SC526453,Pedro Gómez,"Av. Belgrano 6671, Berazategui",-34.55303344228464,-58.516422298457684,59
SC142854,Valentina Rodríguez,"Av. Juan B. Justo 6595, Berazategui",-34.506309685730194,-58.41841894049516,96
SC431777,Juan Sánchez,"Av. San Martín 9223, Lomas de Zamora",-34.69523614248998,-58.53405549257087,88
SC954887,Luis Pérez,"Av. Libertador 1182, Tigre",-34.697391477841606,-58.49393779861133,96
SC874737,Ana Fernández,"Av. Libertador 3314, La Matanza",-34.59436622099018,-58.4102159029342,100
SC672006,Pedro Martínez,"Av. Cabildo 4552, Tigre",-34.672779006653315,-58.439404907999055,57
SC167370,Carlos López,"Av. Independencia 6851, Avellaneda",-34.52451133075207,-58.479385203552795,89
SC302002,María García,"Av. Belgrano 5957, Avellaneda",-34.61772231276883,-58.48611309967251,85
SC167071,María Pérez,"Av. La Plata 1625, Tigre",-34.511421257463915,-58.39860059409295,52
SC160317,Sofía Sánchez,"Av. Belgrano 7653, Berazategui",-34.6321277332941,-58.39571005046466,99
SC485427,Sofía Gómez,"Av. Santa Fe 2717, Lomas de Zamora",-34.504150266582585,-58.4867917132398,68
SC840864,Ana Díaz,"Av. Juan B. Justo 5402, San Isidro",-34.68528659841367,-58.46359875818728,53
SC266534,Ana Díaz,"Av. San Martín 9807, Lomas de Zamora",-34.54626497227976,-58.482365607955835,79
SC524904,Sofía López,"Av. Santa Fe 2289, Tigre",-34.62300531792674,-58.436074307312474,73
SC116251,Valentina Díaz,"Av. La Plata 3555, Avellaneda",-34.53518317114575,-58.409250860687344,75
SC424482,Diego López,"Av. Belgrano 3394, Morón",-34.664539233616956,-58.5336378828819,60
SC841587,Pedro Gómez,"Av. Cabildo 8306, Tigre",-34.56892410259146,-58.446979301612956,78
SC439681,Luis García,"Av. Rivadavia 4604, Tigre",-34.53952096370808,-58.464025504179,97
SC722736,Pedro López,"Av. Corrientes 9012, Avellaneda",-34.52675096484927,-58.48409372514732,86
SC638363,Luis López,"Av. San Martín 1888, La Matanza",-34.64452957708064,-58.45631240793924,59
SC330022,Juan Martínez,"Av. San Martín 2661, San Isidro",-34.51156676508502,-58.42712512634033,82
SC268697,Laura Gómez,"Av. Libertador 1791, San Isidro",-34.61900169397386,-58.50870205242253,86
SC991419,María Sánchez,"Av. Independencia 154, La Matanza",-34.54345371854871,-58.54417513539315,64
SC692680,Sofía Pérez,"Av. Juan B. Justo 8270, Vicente López",-34.62888517617449,-58.46292638231669,83
SC847619,Juan Martínez,"Av. Corrientes 3604, Lomas de Zamora",-34.52702869994534,-58.36836643789355,75
SC317957,Ana García,"Av. Santa Fe 4426, San Martín",-34.55074042307988,-58.37273282597242,56
SC474085,Diego Torres,"Av. San Martín 7924, San Martín",-34.60989828221859,-58.414774098755174,55
SC144676,María Sánchez,"Av. Juan B. Justo 7061, Berazategui",-34.61001898032271,-58.42629955620641,93
SC867674,Carlos López,"Av. Rivadavia 3288, San Isidro",-34.505036521073556,-58.47759179201753,54
SC372070,María Fernández,"Av. Independencia 369, San Isidro",-34.62362842667851,-58.495507814625235,88
SC998093,María Pérez,"Av. Belgrano 4328, San Isidro",-34.64313776513437,-58.39586422104154,98
SC925719,Ana López,"Av. Belgrano 496, Morón",-34.69463830684037,-58.420315072924176,55
SC216735,Ana Martínez,"Av. Juan B. Justo 1112, San Martín",-34.503202168210755,-58.457919990255384,74
SC747249,Luis Fernández,"Av. San Martín 3730, Quilmes",-34.64286284981319,-58.378248186022795,60
SC713036,Ana Rodríguez,"Av. Rivadavia 7606, Tigre",-34.695726702639845,-58.49213518163335,95
SC331330,Diego López,"Av. San Martín 2024, Vicente López",-34.60872717643334,-58.43048060088781,66
SC499417,María Torres,"Av. Corrientes 2570, San Isidro",-34.69756795353738,-58.35245513380887,62
SC135148,Diego López,"Av. San Martín 3421, La Matanza",-34.500744737130994,-58.474481177181154,91
SC121843,Diego Fernández,"Av. Juan B. Justo 6698, Lomas de Zamora",-34.66880888103285,-58.395987963679396,96
SC487521,Laura Sánchez,"Av. La Plata 8841, Avellaneda",-34.51579853989472,-58.3715385032788,62
SC383717,Valentina Fernández,"Av. Santa Fe 4574, Quilmes",-34.53533956363124,-58.37654330543569,94
SC687510,Laura García,"Av. Corrientes 7462, Berazategui",-34.55485656312673,-58.35868178138451,90
SC671934,Laura Pérez,"Av. Libertador 6242, Quilmes",-34.58847795305555,-58.48733321218699,70
SC433400,Sofía Sánchez,"Av. Cabildo 4536, Morón",-34.5157556921415,-58.43997655103613,55
SC212803,Juan Fernández,"Av. Corrientes 7462, San Isidro",-34.56426981453878,-58.36561703796317,71
SC905603,María Díaz,"Av. La Plata 1542, Vicente López",-34.54178904343055,-58.5124766123432,77
SC862578,Pedro Díaz,"Av. Juan B. Justo 7364, Tigre",-34.65291717836323,-58.39333931505819,82
SC459707,Juan García,"Av. Cabildo 3855, Berazategui",-34.69930623819247,-58.47143721931293,51
SC146073,Laura Díaz,"Av. Belgrano 3625, San Martín",-34.528270251296654,-58.47750016577785,76
SC978706,María Martínez,"Av. Independencia 1267, Morón",-34.67960055985417,-58.444570642440496,97
SC206007,Luis Fernández,"Av. Juan B. Justo 5759, Morón",-34.56672008526012,-58.41540100311054,95
SC646164,Juan García,"Av. Santa Fe 4739, Quilmes",-34.53381089994279,-58.51973568345568,54
SC736709,Carlos García,"Av. Belgrano 5307, Lomas de Zamora",-34.51976024851004,-58.41145168746259,92
SC324172,Pedro Torres,"Av. Juan B. Justo 3573, San Martín",-34.68715454753429,-58.44801073952324,86
SC144045,Carlos Rodríguez,"Av. Santa Fe 720, Morón",-34.605201893150735,-58.37374624651232,50
SC192505,Carlos Rodríguez,"Av. Rivadavia 9565, Morón",-34.5878193542811,-58.503789704036635,87
SC340677,Laura Gómez,"Av. Belgrano 4233, San Isidro",-34.64390928977586,-58.35661491416743,50
SC377351,Sofía García,"Av. La Plata 9320, Avellaneda",-34.6769977849982,-58.38686189432449,50
SC878302,Valentina Sánchez,"Av. Libertador 7682, San Martín",-34.654306873563534,-58.48976571385709,88
SC729683,Diego Rodríguez,"Av. San Martín 2746, Morón",-34.50050733542079,-58.42026315171556,69
SC113550,Juan Torres,"Av. Cabildo 2246, Tigre",-34.51194242680027,-58.49963222498833,67
SC347733,María Díaz,"Av. Juan B. Justo 2760, Quilmes",-34.68849833415786,-58.49175212984986,88
SC412249,Sofía Pérez,"Av. Juan B. Justo 4004, Lomas de Zamora",-34.672046014667984,-58.5085367633064,60
SC381868,Laura Gómez,"Av. Rivadavia 5246, Quilmes",-34.51444071123377,-58.51242192155176,58
SC901177,María Rodríguez,"Av. San Martín 3668, Morón",-34.698057789215234,-58.39856403481008,77
SC103358,Valentina Pérez,"Av. La Plata 1993, Quilmes",-34.61433555531546,-58.52450392638974,93
SC917735,Laura Torres,"Av. Corrientes 6846, Berazategui",-34.67522574610306,-58.54274110481465,71
SC993441,Ana Fernández,"Av. Belgrano 3839, Vicente López",-34.60613758452839,-58.510417094677656,61
SC400220,Laura Martínez,"Av. Independencia 2032, Tigre",-34.60494700618365,-58.375942661398,79
SC511941,Valentina Martínez,"Av. Rivadavia 7867, Lomas de Zamora",-34.622745466405696,-58.39021377728943,81
SC201506,Carlos Pérez,"Av. Libertador 6443, Tigre",-34.55528590042303,-58.50391038568621,99
SC536192,Diego Martínez,"Av. La Plata 6779, Tigre",-34.6402149508303,-58.35741383298771,79
SC610134,Pedro Díaz,"Av. Rivadavia 6640, Morón",-34.69513092387411,-58.50235948995114,58
SC725904,Juan Rodríguez,"Av. Libertador 3279, Lomas de Zamora",-34.62589124658936,-58.501409173560354,66
SC259800,Carlos Pérez,"Av. Rivadavia 5319, Avellaneda",-34.57768340633022,-58.51913671817479,71
SC263229,Pedro García,"Av. Cabildo 9806, Berazategui",-34.506657358438154,-58.50434475127528,78
SC228942,Laura López,"Av. Belgrano 8465, Berazategui",-34.52818018787809,-58.416653147393085,77
SC463168,María Díaz,"Av. Santa Fe 3980, Lomas de Zamora",-34.59506868189169,-58.478084791475986,62
SC862634,Luis Díaz,"Av. Rivadavia 2901, Berazategui",-34.62047762268743,-58.446815374211035,71
SC694356,Carlos Torres,"Av. Cabildo 9432, Avellaneda",-34.51544199395469,-58.41724488266999,96
SC762610,Sofía Sánchez,"Av. Juan B. Justo 8416, Vicente López",-34.64045844289604,-58.505049496643984,60
SC634384,Ana García,"Av. La Plata 1159, Berazategui",-34.615279596055956,-58.52652851320474,60
SC915290,Ana Pérez,"Av. Belgrano 5905, La Matanza",-34.67408717243013,-58.39205401225231,100
SC623652,Juan García,"Av. Cabildo 6706, San Isidro",-34.635782981982224,-58.49597574461363,81
SC591782,Sofía Torres,"Av. Independencia 8650, Berazategui",-34.63341219734996,-58.40118539630643,83
SC866978,Diego López,"Av. Juan B. Justo 8901, San Martín",-34.515109314555886,-58.49339069330564,56
SC643200,María Gómez,"Av. Libertador 8776, La Matanza",-34.66761627710619,-58.43142489882989,94
SC865416,Carlos López,"Av. San Martín 9046, Vicente López",-34.51346436078353,-58.47014779699809,93
SC210156,Juan García,"Av. Libertador 3683, Quilmes",-34.571600408832985,-58.53445914402953,81
SC644957,María Martínez,"Av. Independencia 724, San Isidro",-34.53684815425842,-58.41145260832603,59
SC371866,Diego López,"Av. San Martín 5611, La Matanza",-34.515112405268106,-58.494285266660185,77
SC188410,Ana Gómez,"Av. Corrientes 5070, Quilmes",-34.55437209442003,-58.41452551855112,58
SC807112,María Sánchez,"Av. Libertador 9835, San Isidro",-34.501244134391584,-58.505154429671244,68
SC186352,María López,"Av. Rivadavia 3134, Vicente López",-34.558659992425476,-58.528265956088,94
SC257676,Diego Fernández,"Av. Libertador 8464, Morón",-34.68257628015299,-58.42387539450345,72
SC112399,María Gómez,"Av. San Martín 6747, San Isidro",-34.692769118107684,-58.357952995477035,62
SC908190,Laura Sánchez,"Av. Corrientes 1057, San Martín",-34.652899612154144,-58.47061918804158,98
SC618842,Valentina Gómez,"Av. Cabildo 3190, San Isidro",-34.64142306487324,-58.52188168456011,95
SC903050,Ana Sánchez,"Av. Santa Fe 2638, Morón",-34.54259854230529,-58.503576360475684,64
SC957335,Ana Gómez,"Av. Corrientes 6218, Vicente López",-34.57748972008669,-58.35880524437002,94
SC857048,María Díaz,"Av. La Plata 1854, Vicente López",-34.60682499134039,-58.392549457195706,72
SC455019,Sofía Rodríguez,"Av. Belgrano 6605, Avellaneda",-34.57203310220063,-58.41968471978885,61
SC322063,Valentina Gómez,"Av. Independencia 9363, La Matanza",-34.64657024459532,-58.36047963436196,76
SC354901,Ana Martínez,"Av. San Martín 3314, San Martín",-34.66583455532113,-58.51192360116465,69
SC944923,Carlos Fernández,"Av. Libertador 8343, Lomas de Zamora",-34.51387403324309,-58.54099386575121,87
SC848066,María Rodríguez,"Av. Rivadavia 4657, Berazategui",-34.578185350346764,-58.423382560601375,81
SC720589,Sofía Fernández,"Av. Belgrano 6471, Quilmes",-34.54726994039991,-58.49426076197136,50
SC407797,Sofía Fernández,"Av. La Plata 4674, Tigre",-34.532188518575104,-58.510936030441194,80
SC340690,Pedro Torres,"Av. Juan B. Justo 4386, Avellaneda",-34.59354544154121,-58.49600687132176,71
SC389306,Sofía Díaz,"Av. Libertador 9809, Tigre",-34.50525193118166,-58.47141725611331,96
SC600176,María López,"Av. Corrientes 4143, Vicente López",-34.67965479292338,-58.54324806149568,70
SC498418,Ana Sánchez,"Av. La Plata 4205, Tigre",-34.62537587804688,-58.524004327232454,70
SC116667,Valentina López,"Av. Santa Fe 5469, Berazategui",-34.61876654612995,-58.53642755141473,96
SC434027,Juan Martínez,"Av. Cabildo 4248, San Isidro",-34.53771955835944,-58.54514819479572,77
SC788814,Diego Torres,"Av. Libertador 5937, Avellaneda",-34.69478093214251,-58.5308929535081,77
SC241544,Sofía Fernández,"Av. Santa Fe 6390, San Martín",-34.53471436449619,-58.40050742429248,84
SC125162,Pedro Martínez,"Av. Rivadavia 4781, Berazategui",-34.64759478861301,-58.438776304952476,58
SC414114,Diego Fernández,"Av. Independencia 3943, Morón",-34.66055047455537,-58.37728505305648,51
SC857252,Juan Sánchez,"Av. San Martín 7554, Tigre",-34.51890051658651,-58.41072693762371,73
SC663289,Ana Rodríguez,"Av. Corrientes 486, Quilmes",-34.56074999643899,-58.3784711473765,81
SC745263,Sofía García,"Av. Santa Fe 9086, Quilmes",-34.52900936218504,-58.51668570454137,71
SC617646,Pedro Torres,"Av. Juan B. Justo 4606, La Matanza",-34.66586472293003,-58.38686112871658,100
SC727497,Valentina Torres,"Av. Libertador 8030, Avellaneda",-34.56932131242711,-58.482988592118375,76
SC269997,Ana Torres,"Av. San Martín 5492, Lomas de Zamora",-34.59617863540448,-58.546626537127594,63
SC939020,Diego Gómez,"Av. La Plata 5605, San Martín",-34.69763149495706,-58.51743523599535,97
SC954610,Laura García,"Av. La Plata 3899, Morón",-34.596025109311874,-58.52976708141494,66
SC579441,María Díaz,"Av. Rivadavia 579, San Martín",-34.57029400017325,-58.52627377615114,83
SC107513,Juan Fernández,"Av. La Plata 5871, San Isidro",-34.531570782083776,-58.48189772617249,68
SC802840,Pedro Sánchez,"Av. Libertador 8322, Lomas de Zamora",-34.58671355858715,-58.5291141178713,66
SC305371,Laura Gómez,"Av. La Plata 8991, San Martín",-34.63487381950387,-58.423635772577846,96
SC162428,Sofía López,"Av. Cabildo 5552, Lomas de Zamora",-34.682773412833996,-58.35594892887793,79
SC153870,Juan Gómez,"Av. Corrientes 8273, Lomas de Zamora",-34.542476197731126,-58.40537976124503,60
SC911090,Carlos Sánchez,"Av. Independencia 7212, Tigre",-34.60621654233179,-58.379008201328645,60
SC649655,Laura Fernández,"Av. Santa Fe 7103, Berazategui",-34.696372999488815,-58.45086970361635,51
SC919604,Diego Díaz,"Av. Rivadavia 4935, Avellaneda",-34.511472382179036,-58.40749009764796,74
SC138346,Diego Torres,"Av. Belgrano 1683, Quilmes",-34.50610619802648,-58.409310187219454,83
SC586772,Luis Sánchez,"Av. Corrientes 2521, Avellaneda",-34.624631158796554,-58.38574925748743,73
SC235804,Carlos Díaz,"Av. Juan B. Justo 3788, Morón",-34.555968876061904,-58.53238117042857,96
SC851934,Ana Gómez,"Av. Rivadavia 6583, Quilmes",-34.586076830196305,-58.41382445661748,51
SC189766,Juan Pérez,"Av. Libertador 7827, San Martín",-34.51475373792362,-58.460960969609815,96
SC266737,María Pérez,"Av. Independencia 2082, Avellaneda",-34.599628340143745,-58.51257568111189,65
SC173088,Pedro López,"Av. Juan B. Justo 5893, Quilmes",-34.62795163855444,-58.41195943787402,65
SC238337,Carlos Pérez,"Av. Belgrano 316, Berazategui",-34.644349544606264,-58.46731704785434,74
SC783676,Pedro Fernández,"Av. San Martín 1303, Berazategui",-34.50253520908733,-58.395281987295725,88
SC406527,Diego Martínez,"Av. Santa Fe 2097, Quilmes",-34.546560908961176,-58.381203893911085,91
SC509024,Juan Fernández,"Av. Cabildo 6840, Berazategui",-34.53760320147752,-58.46392078803715,87
SC333075,Diego López,"Av. Juan B. Justo 6312, Morón",-34.68533829902654,-58.43338757009181,57
SC126070,Juan López,"Av. La Plata 8047, Lomas de Zamora",-34.50437032595451,-58.45163003621388,75
SC287036,Ana Pérez,"Av. Cabildo 8025, San Isidro",-34.50066134792489,-58.460521402666174,92
SC131063,Diego García,"Av. Rivadavia 6950, Quilmes",-34.67928185651818,-58.538105777197075,64
SC807108,Pedro Fernández,"Av. Cabildo 9350, Quilmes",-34.67756437880212,-58.36968817668233,86
SC221640,Juan Gómez,"Av. Rivadavia 3819, Lomas de Zamora",-34.544216369835326,-58.50159531043192,80
SC533050,Carlos Fernández,"Av. Belgrano 866, Avellaneda",-34.529114773519424,-58.512362683555544,92
SC862764,Ana Rodríguez,"Av. Cabildo 7595, Berazategui",-34.629380698271106,-58.44515019701892,50
SC860771,Pedro García,"Av. Cabildo 5780, Berazategui",-34.69459936645202,-58.4256864945595,93
SC272278,Luis Rodríguez,"Av. San Martín 7609, Vicente López",-34.50353211885428,-58.44511672621375,60
SC551575,Luis Torres,"Av. Belgrano 5558, Avellaneda",-34.570046875939504,-58.449616561175795,73
SC509189,Ana Fernández,"Av. Independencia 9185, Vicente López",-34.519506668326954,-58.44348111018828,66
SC724151,Juan Martínez,"Av. Belgrano 5081, San Martín",-34.64651296237355,-58.54933541374405,82
SC733427,Sofía Díaz,"Av. Corrientes 3716, Avellaneda",-34.522062436387984,-58.41157054234547,57
SC458112,María Díaz,"Av. La Plata 4545, Tigre",-34.54543445852837,-58.400767305306864,84
SC225981,María Fernández,"Av. Juan B. Justo 1785, Berazategui",-34.53712792105822,-58.369339564580514,81
